"pld0044","year","bula_h","regtyp","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Nie","2012","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Nie","2012","Thueringen","Staedtischer Raum","","","",""
"Nie","2012","Thueringen","Laendlicher Raum","","","",""
"Sehr oft","2013","Schleswig-Holstein","Staedtischer Raum","1","","",""
"Sehr oft","2013","Schleswig-Holstein","Laendlicher Raum","4","","",""
"Sehr oft","2013","Hamburg","Staedtischer Raum","2","","",""
"Sehr oft","2013","Hamburg","Laendlicher Raum","","","",""
"Sehr oft","2013","Niedersachsen","Staedtischer Raum","4","","",""
"Sehr oft","2013","Niedersachsen","Laendlicher Raum","4","","",""
"Sehr oft","2013","Bremen","Staedtischer Raum","","","",""
"Sehr oft","2013","Bremen","Laendlicher Raum","","","",""
"Sehr oft","2013","Nordrhein-Westfalen","Staedtischer Raum","20","","",""
"Sehr oft","2013","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Sehr oft","2013","Hessen","Staedtischer Raum","13","","",""
"Sehr oft","2013","Hessen","Laendlicher Raum","1","","",""
"Sehr oft","2013","Rheinland-Pfalz,Saarland","Staedtischer Raum","2","","",""
"Sehr oft","2013","Rheinland-Pfalz,Saarland","Laendlicher Raum","4","","",""
"Sehr oft","2013","Baden-Wuerttemberg","Staedtischer Raum","13","","",""
"Sehr oft","2013","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Sehr oft","2013","Bayern","Staedtischer Raum","5","","",""
"Sehr oft","2013","Bayern","Laendlicher Raum","5","","",""
"Sehr oft","2013","Saarland","Staedtischer Raum","","","",""
"Sehr oft","2013","Saarland","Laendlicher Raum","","","",""
"Sehr oft","2013","Berlin","Staedtischer Raum","4","","",""
"Sehr oft","2013","Berlin","Laendlicher Raum","","","",""
"Sehr oft","2013","Brandenburg","Staedtischer Raum","1","","",""
"Sehr oft","2013","Brandenburg","Laendlicher Raum","","","",""
"Sehr oft","2013","Mecklenburg-Vorpommern","Staedtischer Raum","1","","",""
"Sehr oft","2013","Mecklenburg-Vorpommern","Laendlicher Raum","3","","",""
"Sehr oft","2013","Sachsen","Staedtischer Raum","4","","",""
"Sehr oft","2013","Sachsen","Laendlicher Raum","1","","",""
"Sehr oft","2013","Sachsen-Anhalt","Staedtischer Raum","2","","",""
"Sehr oft","2013","Sachsen-Anhalt","Laendlicher Raum","1","","",""
"Sehr oft","2013","Thueringen","Staedtischer Raum","","","",""
"Sehr oft","2013","Thueringen","Laendlicher Raum","2","","",""
"Oft","2013","Schleswig-Holstein","Staedtischer Raum","8","","",""
"Oft","2013","Schleswig-Holstein","Laendlicher Raum","19","","",""
"Oft","2013","Hamburg","Staedtischer Raum","14","","",""
"Oft","2013","Hamburg","Laendlicher Raum","","","",""
"Oft","2013","Niedersachsen","Staedtischer Raum","34","0.0315083111844691","0.0207721721596954","0.0422444502092428"
"Oft","2013","Niedersachsen","Laendlicher Raum","41","0.027579963538697","0.019091992960012","0.0360679341173821"
"Oft","2013","Bremen","Staedtischer Raum","5","","",""
"Oft","2013","Bremen","Laendlicher Raum","","","",""
"Oft","2013","Nordrhein-Westfalen","Staedtischer Raum","189","0.0384289152951394","0.0330862419479846","0.0437715886422941"
"Oft","2013","Nordrhein-Westfalen","Laendlicher Raum","3","","",""
"Oft","2013","Hessen","Staedtischer Raum","45","0.0228182793830439","0.0149341708159499","0.0307023879501379"
"Oft","2013","Hessen","Laendlicher Raum","8","","",""
"Oft","2013","Rheinland-Pfalz,Saarland","Staedtischer Raum","31","0.0333333036452765","0.0222955983437954","0.0443710089467575"
"Oft","2013","Rheinland-Pfalz,Saarland","Laendlicher Raum","7","","",""
"Oft","2013","Baden-Wuerttemberg","Staedtischer Raum","63","0.0275560648219393","0.021337574677548","0.0337745549663307"
"Oft","2013","Baden-Wuerttemberg","Laendlicher Raum","16","","",""
"Oft","2013","Bayern","Staedtischer Raum","66","0.0287435790734731","0.0208033449545891","0.036683813192357"
"Oft","2013","Bayern","Laendlicher Raum","57","0.0192649119690948","0.0136547188564179","0.0248751050817718"
"Oft","2013","Saarland","Staedtischer Raum","","","",""
"Oft","2013","Saarland","Laendlicher Raum","","","",""
"Oft","2013","Berlin","Staedtischer Raum","31","0.0262878191582014","0.0162812563000325","0.0362943820163703"
"Oft","2013","Berlin","Laendlicher Raum","","","",""
"Oft","2013","Brandenburg","Staedtischer Raum","5","","",""
"Oft","2013","Brandenburg","Laendlicher Raum","14","","",""
"Oft","2013","Mecklenburg-Vorpommern","Staedtischer Raum","1","","",""
"Oft","2013","Mecklenburg-Vorpommern","Laendlicher Raum","14","","",""
"Oft","2013","Sachsen","Staedtischer Raum","12","","",""
"Oft","2013","Sachsen","Laendlicher Raum","7","","",""
"Oft","2013","Sachsen-Anhalt","Staedtischer Raum","4","","",""
"Oft","2013","Sachsen-Anhalt","Laendlicher Raum","8","","",""
"Oft","2013","Thueringen","Staedtischer Raum","7","","",""
"Oft","2013","Thueringen","Laendlicher Raum","11","","",""
"Manchmal","2013","Schleswig-Holstein","Staedtischer Raum","24","","",""
"Manchmal","2013","Schleswig-Holstein","Laendlicher Raum","99","0.126747478061028","0.101112347223508","0.152382608898547"
"Manchmal","2013","Hamburg","Staedtischer Raum","75","0.184529896384947","0.146467245287424","0.22259254748247"
"Manchmal","2013","Hamburg","Laendlicher Raum","","","",""
"Manchmal","2013","Niedersachsen","Staedtischer Raum","123","0.103355980928034","0.0846463401547739","0.122065621701294"
"Manchmal","2013","Niedersachsen","Laendlicher Raum","159","0.111986209889176","0.0956416887737253","0.128330731004626"
"Manchmal","2013","Bremen","Staedtischer Raum","34","0.142918583637494","0.092071296356285","0.193765870918703"
"Manchmal","2013","Bremen","Laendlicher Raum","","","",""
"Manchmal","2013","Nordrhein-Westfalen","Staedtischer Raum","703","0.138295534170055","0.128701039380916","0.147890028959194"
"Manchmal","2013","Nordrhein-Westfalen","Laendlicher Raum","12","","",""
"Manchmal","2013","Hessen","Staedtischer Raum","206","0.131392040900235","0.113555118876054","0.149228962924417"
"Manchmal","2013","Hessen","Laendlicher Raum","48","0.103732884869851","0.072365974889905","0.135099794849797"
"Manchmal","2013","Rheinland-Pfalz,Saarland","Staedtischer Raum","125","0.14884787985346","0.126961387931912","0.170734371775008"
"Manchmal","2013","Rheinland-Pfalz,Saarland","Laendlicher Raum","50","0.128700529809499","0.0940607790055085","0.163340280613489"
"Manchmal","2013","Baden-Wuerttemberg","Staedtischer Raum","363","0.122563010211755","0.110105485873223","0.135020534550286"
"Manchmal","2013","Baden-Wuerttemberg","Laendlicher Raum","40","0.119643408755647","0.0850954859132232","0.154191331598072"
"Manchmal","2013","Bayern","Staedtischer Raum","236","0.131497679626277","0.115437867128416","0.147557492124138"
"Manchmal","2013","Bayern","Laendlicher Raum","287","0.131494483644698","0.117701491236499","0.145287476052898"
"Manchmal","2013","Saarland","Staedtischer Raum","","","",""
"Manchmal","2013","Saarland","Laendlicher Raum","","","",""
"Manchmal","2013","Berlin","Staedtischer Raum","170","0.157167393569318","0.134403621052475","0.179931166086161"
"Manchmal","2013","Berlin","Laendlicher Raum","","","",""
"Manchmal","2013","Brandenburg","Staedtischer Raum","14","","",""
"Manchmal","2013","Brandenburg","Laendlicher Raum","82","0.0862162687605889","0.0681671269685422","0.104265410552636"
"Manchmal","2013","Mecklenburg-Vorpommern","Staedtischer Raum","6","","",""
"Manchmal","2013","Mecklenburg-Vorpommern","Laendlicher Raum","46","0.0939125433235852","0.0690073656876416","0.118817720959529"
"Manchmal","2013","Sachsen","Staedtischer Raum","82","0.0914400904929971","0.0722319578707062","0.110648223115288"
"Manchmal","2013","Sachsen","Laendlicher Raum","76","0.0900914355163474","0.0707410009355225","0.109441870097172"
"Manchmal","2013","Sachsen-Anhalt","Staedtischer Raum","19","","",""
"Manchmal","2013","Sachsen-Anhalt","Laendlicher Raum","65","0.0727176162922979","0.0541828019679559","0.0912524306166398"
"Manchmal","2013","Thueringen","Staedtischer Raum","34","0.138367205556655","0.0990984117533212","0.177635999359988"
"Manchmal","2013","Thueringen","Laendlicher Raum","33","0.0680220330883369","0.0492895226813902","0.0867545434952835"
"Selten","2013","Schleswig-Holstein","Staedtischer Raum","116","0.46841218337981","0.4070454743766","0.529778892383019"
"Selten","2013","Schleswig-Holstein","Laendlicher Raum","194","0.304883776512775","0.269411274608386","0.340356278417165"
"Selten","2013","Hamburg","Staedtischer Raum","132","0.328952759666395","0.282852331649568","0.375053187683222"
"Selten","2013","Hamburg","Laendlicher Raum","","","",""
"Selten","2013","Niedersachsen","Staedtischer Raum","326","0.329063289121122","0.300185222804582","0.357941355437662"
"Selten","2013","Niedersachsen","Laendlicher Raum","434","0.309264441631989","0.285309176960888","0.333219706303089"
"Selten","2013","Bremen","Staedtischer Raum","59","0.311633522718085","0.24434448187876","0.378922563557411"
"Selten","2013","Bremen","Laendlicher Raum","","","",""
"Selten","2013","Nordrhein-Westfalen","Staedtischer Raum","1451","0.282750785328286","0.270234489710939","0.295267080945633"
"Selten","2013","Nordrhein-Westfalen","Laendlicher Raum","36","0.346661295676015","0.26151233734322","0.431810254008809"
"Selten","2013","Hessen","Staedtischer Raum","475","0.362400314692264","0.337020303322342","0.387780326062186"
"Selten","2013","Hessen","Laendlicher Raum","124","0.290563365882832","0.243857437092666","0.337269294672997"
"Selten","2013","Rheinland-Pfalz,Saarland","Staedtischer Raum","302","0.308749876206464","0.280343080748699","0.337156671664229"
"Selten","2013","Rheinland-Pfalz,Saarland","Laendlicher Raum","81","0.215687365785462","0.173141454968629","0.258233276602294"
"Selten","2013","Baden-Wuerttemberg","Staedtischer Raum","892","0.349267292093996","0.331157046404061","0.367377537783931"
"Selten","2013","Baden-Wuerttemberg","Laendlicher Raum","115","0.313820110150798","0.264422308710848","0.363217911590749"
"Selten","2013","Bayern","Staedtischer Raum","588","0.341393462339389","0.318859552464973","0.363927372213804"
"Selten","2013","Bayern","Laendlicher Raum","741","0.306396590951506","0.287581080127803","0.32521210177521"
"Selten","2013","Saarland","Staedtischer Raum","","","",""
"Selten","2013","Saarland","Laendlicher Raum","","","",""
"Selten","2013","Berlin","Staedtischer Raum","358","0.375023685289712","0.344743852321481","0.405303518257942"
"Selten","2013","Berlin","Laendlicher Raum","","","",""
"Selten","2013","Brandenburg","Staedtischer Raum","28","","",""
"Selten","2013","Brandenburg","Laendlicher Raum","276","0.307923648561227","0.278238531849076","0.337608765273379"
"Selten","2013","Mecklenburg-Vorpommern","Staedtischer Raum","15","","",""
"Selten","2013","Mecklenburg-Vorpommern","Laendlicher Raum","136","0.233070398528921","0.196973981693191","0.269166815364651"
"Selten","2013","Sachsen","Staedtischer Raum","257","0.320329694639372","0.289234893392962","0.351424495885783"
"Selten","2013","Sachsen","Laendlicher Raum","236","0.307754838302831","0.276560016989753","0.338949659615909"
"Selten","2013","Sachsen-Anhalt","Staedtischer Raum","74","0.403901061440859","0.336067169724393","0.471734953157325"
"Selten","2013","Sachsen-Anhalt","Laendlicher Raum","182","0.224063846348596","0.194301901649105","0.253825791048087"
"Selten","2013","Thueringen","Staedtischer Raum","92","0.291822062806208","0.240120922233288","0.343523203379128"
"Selten","2013","Thueringen","Laendlicher Raum","192","0.29225181604513","0.258415244910962","0.326088387179298"
"Nie","2013","Schleswig-Holstein","Staedtischer Raum","105","0.382022810232184","0.322269481660404","0.441776138803964"
"Nie","2013","Schleswig-Holstein","Laendlicher Raum","331","0.534451487890833","0.496015985030876","0.572886990750789"
"Nie","2013","Hamburg","Staedtischer Raum","176","0.443200058615764","0.394457183996151","0.491942933235377"
"Nie","2013","Hamburg","Laendlicher Raum","","","",""
"Nie","2013","Niedersachsen","Staedtischer Raum","530","0.532892851501498","0.502229768498649","0.563555934504348"
"Nie","2013","Niedersachsen","Laendlicher Raum","792","0.549785985426836","0.523999841061058","0.575572129792613"
"Nie","2013","Bremen","Staedtischer Raum","84","0.529565616512695","0.457051624404367","0.602079608621022"
"Nie","2013","Bremen","Laendlicher Raum","","","",""
"Nie","2013","Nordrhein-Westfalen","Staedtischer Raum","2610","0.537130317224936","0.523272077730322","0.55098855671955"
"Nie","2013","Nordrhein-Westfalen","Laendlicher Raum","69","0.524685204132405","0.435334589673418","0.614035818591392"
"Nie","2013","Hessen","Staedtischer Raum","639","0.479270792284989","0.452894124299478","0.5056474602705"
"Nie","2013","Hessen","Laendlicher Raum","182","0.587290673736693","0.536644869479834","0.637936477993552"
"Nie","2013","Rheinland-Pfalz,Saarland","Staedtischer Raum","556","0.50877743250987","0.478037400734193","0.539517464285546"
"Nie","2013","Rheinland-Pfalz,Saarland","Laendlicher Raum","217","0.618910645269255","0.568673118366463","0.669148172172048"
"Nie","2013","Baden-Wuerttemberg","Staedtischer Raum","1331","0.494416137891807","0.475423425754514","0.513408850029099"
"Nie","2013","Baden-Wuerttemberg","Laendlicher Raum","168","0.512773585080162","0.459565641156031","0.565981529004293"
"Nie","2013","Bayern","Staedtischer Raum","806","0.497616962442292","0.473856165335481","0.521377759549104"
"Nie","2013","Bayern","Laendlicher Raum","1216","0.542284493901161","0.521950164927352","0.56261882287497"
"Nie","2013","Saarland","Staedtischer Raum","","","",""
"Nie","2013","Saarland","Laendlicher Raum","","","",""
"Nie","2013","Berlin","Staedtischer Raum","419","0.440355848419537","0.409306662614869","0.471405034224205"
"Nie","2013","Berlin","Laendlicher Raum","","","",""
"Nie","2013","Brandenburg","Staedtischer Raum","39","0.535556677514733","0.430757579295034","0.640355775734433"
"Nie","2013","Brandenburg","Laendlicher Raum","557","0.594243806086378","0.562667949206253","0.625819662966503"
"Nie","2013","Mecklenburg-Vorpommern","Staedtischer Raum","36","0.62422583638232","0.500643496561771","0.74780817620287"
"Nie","2013","Mecklenburg-Vorpommern","Laendlicher Raum","328","0.657670693742299","0.617160057104365","0.698181330380233"
"Nie","2013","Sachsen","Staedtischer Raum","510","0.572129211322263","0.539157353595756","0.60510106904877"
"Nie","2013","Sachsen","Laendlicher Raum","521","0.595872714883436","0.562707262196599","0.629038167570273"
"Nie","2013","Sachsen-Anhalt","Staedtischer Raum","102","0.469297256773206","0.400305097669069","0.538289415877342"
"Nie","2013","Sachsen-Anhalt","Laendlicher Raum","498","0.695709250616344","0.662867924757157","0.728550576475532"
"Nie","2013","Thueringen","Staedtischer Raum","164","0.55294522809444","0.496400607930166","0.609489848258715"
"Nie","2013","Thueringen","Laendlicher Raum","456","0.627951291243858","0.591990334678434","0.663912247809281"
"Sehr oft","2014","Schleswig-Holstein","Staedtischer Raum","","","",""
"Sehr oft","2014","Schleswig-Holstein","Laendlicher Raum","","","",""
"Sehr oft","2014","Hamburg","Staedtischer Raum","","","",""
"Sehr oft","2014","Hamburg","Laendlicher Raum","","","",""
"Sehr oft","2014","Niedersachsen","Staedtischer Raum","","","",""
"Sehr oft","2014","Niedersachsen","Laendlicher Raum","","","",""
"Sehr oft","2014","Bremen","Staedtischer Raum","","","",""
"Sehr oft","2014","Bremen","Laendlicher Raum","","","",""
"Sehr oft","2014","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Sehr oft","2014","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Sehr oft","2014","Hessen","Staedtischer Raum","","","",""
"Sehr oft","2014","Hessen","Laendlicher Raum","","","",""
"Sehr oft","2014","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Sehr oft","2014","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Sehr oft","2014","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Sehr oft","2014","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Sehr oft","2014","Bayern","Staedtischer Raum","","","",""
"Sehr oft","2014","Bayern","Laendlicher Raum","","","",""
"Sehr oft","2014","Saarland","Staedtischer Raum","","","",""
"Sehr oft","2014","Saarland","Laendlicher Raum","","","",""
"Sehr oft","2014","Berlin","Staedtischer Raum","","","",""
"Sehr oft","2014","Berlin","Laendlicher Raum","","","",""
"Sehr oft","2014","Brandenburg","Staedtischer Raum","","","",""
"Sehr oft","2014","Brandenburg","Laendlicher Raum","","","",""
"Sehr oft","2014","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Sehr oft","2014","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Sehr oft","2014","Sachsen","Staedtischer Raum","","","",""
"Sehr oft","2014","Sachsen","Laendlicher Raum","","","",""
"Sehr oft","2014","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Sehr oft","2014","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Sehr oft","2014","Thueringen","Staedtischer Raum","","","",""
"Sehr oft","2014","Thueringen","Laendlicher Raum","","","",""
"Oft","2014","Schleswig-Holstein","Staedtischer Raum","","","",""
"Oft","2014","Schleswig-Holstein","Laendlicher Raum","","","",""
"Oft","2014","Hamburg","Staedtischer Raum","","","",""
"Oft","2014","Hamburg","Laendlicher Raum","","","",""
"Oft","2014","Niedersachsen","Staedtischer Raum","","","",""
"Oft","2014","Niedersachsen","Laendlicher Raum","","","",""
"Oft","2014","Bremen","Staedtischer Raum","","","",""
"Oft","2014","Bremen","Laendlicher Raum","","","",""
"Oft","2014","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Oft","2014","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Oft","2014","Hessen","Staedtischer Raum","","","",""
"Oft","2014","Hessen","Laendlicher Raum","","","",""
"Oft","2014","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Oft","2014","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Oft","2014","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Oft","2014","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Oft","2014","Bayern","Staedtischer Raum","","","",""
"Oft","2014","Bayern","Laendlicher Raum","","","",""
"Oft","2014","Saarland","Staedtischer Raum","","","",""
"Oft","2014","Saarland","Laendlicher Raum","","","",""
"Oft","2014","Berlin","Staedtischer Raum","","","",""
"Oft","2014","Berlin","Laendlicher Raum","","","",""
"Oft","2014","Brandenburg","Staedtischer Raum","","","",""
"Oft","2014","Brandenburg","Laendlicher Raum","","","",""
"Oft","2014","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Oft","2014","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Oft","2014","Sachsen","Staedtischer Raum","","","",""
"Oft","2014","Sachsen","Laendlicher Raum","","","",""
"Oft","2014","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Oft","2014","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Oft","2014","Thueringen","Staedtischer Raum","","","",""
"Oft","2014","Thueringen","Laendlicher Raum","","","",""
"Manchmal","2014","Schleswig-Holstein","Staedtischer Raum","","","",""
"Manchmal","2014","Schleswig-Holstein","Laendlicher Raum","","","",""
"Manchmal","2014","Hamburg","Staedtischer Raum","","","",""
"Manchmal","2014","Hamburg","Laendlicher Raum","","","",""
"Manchmal","2014","Niedersachsen","Staedtischer Raum","","","",""
"Manchmal","2014","Niedersachsen","Laendlicher Raum","","","",""
"Manchmal","2014","Bremen","Staedtischer Raum","","","",""
"Manchmal","2014","Bremen","Laendlicher Raum","","","",""
"Manchmal","2014","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Manchmal","2014","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Manchmal","2014","Hessen","Staedtischer Raum","","","",""
"Manchmal","2014","Hessen","Laendlicher Raum","","","",""
"Manchmal","2014","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Manchmal","2014","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Manchmal","2014","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Manchmal","2014","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Manchmal","2014","Bayern","Staedtischer Raum","","","",""
"Manchmal","2014","Bayern","Laendlicher Raum","","","",""
"Manchmal","2014","Saarland","Staedtischer Raum","","","",""
"Manchmal","2014","Saarland","Laendlicher Raum","","","",""
"Manchmal","2014","Berlin","Staedtischer Raum","","","",""
"Manchmal","2014","Berlin","Laendlicher Raum","","","",""
"Manchmal","2014","Brandenburg","Staedtischer Raum","","","",""
"Manchmal","2014","Brandenburg","Laendlicher Raum","","","",""
"Manchmal","2014","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Manchmal","2014","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Manchmal","2014","Sachsen","Staedtischer Raum","","","",""
"Manchmal","2014","Sachsen","Laendlicher Raum","","","",""
"Manchmal","2014","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Manchmal","2014","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Manchmal","2014","Thueringen","Staedtischer Raum","","","",""
"Manchmal","2014","Thueringen","Laendlicher Raum","","","",""
"Selten","2014","Schleswig-Holstein","Staedtischer Raum","","","",""
"Selten","2014","Schleswig-Holstein","Laendlicher Raum","","","",""
"Selten","2014","Hamburg","Staedtischer Raum","","","",""
"Selten","2014","Hamburg","Laendlicher Raum","","","",""
"Selten","2014","Niedersachsen","Staedtischer Raum","","","",""
"Selten","2014","Niedersachsen","Laendlicher Raum","","","",""
"Selten","2014","Bremen","Staedtischer Raum","","","",""
"Selten","2014","Bremen","Laendlicher Raum","","","",""
"Selten","2014","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Selten","2014","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Selten","2014","Hessen","Staedtischer Raum","","","",""
"Selten","2014","Hessen","Laendlicher Raum","","","",""
"Selten","2014","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Selten","2014","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Selten","2014","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Selten","2014","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Selten","2014","Bayern","Staedtischer Raum","","","",""
"Selten","2014","Bayern","Laendlicher Raum","","","",""
"Selten","2014","Saarland","Staedtischer Raum","","","",""
"Selten","2014","Saarland","Laendlicher Raum","","","",""
"Selten","2014","Berlin","Staedtischer Raum","","","",""
"Selten","2014","Berlin","Laendlicher Raum","","","",""
"Selten","2014","Brandenburg","Staedtischer Raum","","","",""
"Selten","2014","Brandenburg","Laendlicher Raum","","","",""
"Selten","2014","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Selten","2014","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Selten","2014","Sachsen","Staedtischer Raum","","","",""
"Selten","2014","Sachsen","Laendlicher Raum","","","",""
"Selten","2014","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Selten","2014","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Selten","2014","Thueringen","Staedtischer Raum","","","",""
"Selten","2014","Thueringen","Laendlicher Raum","","","",""
"Nie","2014","Schleswig-Holstein","Staedtischer Raum","","","",""
"Nie","2014","Schleswig-Holstein","Laendlicher Raum","","","",""
"Nie","2014","Hamburg","Staedtischer Raum","","","",""
"Nie","2014","Hamburg","Laendlicher Raum","","","",""
"Nie","2014","Niedersachsen","Staedtischer Raum","","","",""
"Nie","2014","Niedersachsen","Laendlicher Raum","","","",""
"Nie","2014","Bremen","Staedtischer Raum","","","",""
"Nie","2014","Bremen","Laendlicher Raum","","","",""
"Nie","2014","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Nie","2014","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Nie","2014","Hessen","Staedtischer Raum","","","",""
"Nie","2014","Hessen","Laendlicher Raum","","","",""
"Nie","2014","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Nie","2014","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Nie","2014","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Nie","2014","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Nie","2014","Bayern","Staedtischer Raum","","","",""
"Nie","2014","Bayern","Laendlicher Raum","","","",""
"Nie","2014","Saarland","Staedtischer Raum","","","",""
"Nie","2014","Saarland","Laendlicher Raum","","","",""
"Nie","2014","Berlin","Staedtischer Raum","","","",""
"Nie","2014","Berlin","Laendlicher Raum","","","",""
"Nie","2014","Brandenburg","Staedtischer Raum","","","",""
"Nie","2014","Brandenburg","Laendlicher Raum","","","",""
"Nie","2014","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Nie","2014","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Nie","2014","Sachsen","Staedtischer Raum","","","",""
"Nie","2014","Sachsen","Laendlicher Raum","","","",""
"Nie","2014","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Nie","2014","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Nie","2014","Thueringen","Staedtischer Raum","","","",""
"Nie","2014","Thueringen","Laendlicher Raum","","","",""
"Sehr oft","2015","Schleswig-Holstein","Staedtischer Raum","","","",""
"Sehr oft","2015","Schleswig-Holstein","Laendlicher Raum","","","",""
"Sehr oft","2015","Hamburg","Staedtischer Raum","","","",""
"Sehr oft","2015","Hamburg","Laendlicher Raum","","","",""
"Sehr oft","2015","Niedersachsen","Staedtischer Raum","","","",""
"Sehr oft","2015","Niedersachsen","Laendlicher Raum","","","",""
"Sehr oft","2015","Bremen","Staedtischer Raum","","","",""
"Sehr oft","2015","Bremen","Laendlicher Raum","","","",""
"Sehr oft","2015","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Sehr oft","2015","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Sehr oft","2015","Hessen","Staedtischer Raum","","","",""
"Sehr oft","2015","Hessen","Laendlicher Raum","","","",""
"Sehr oft","2015","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Sehr oft","2015","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Sehr oft","2015","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Sehr oft","2015","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Sehr oft","2015","Bayern","Staedtischer Raum","","","",""
"Sehr oft","2015","Bayern","Laendlicher Raum","","","",""
"Sehr oft","2015","Saarland","Staedtischer Raum","","","",""
"Sehr oft","2015","Saarland","Laendlicher Raum","","","",""
"Sehr oft","2015","Berlin","Staedtischer Raum","","","",""
"Sehr oft","2015","Berlin","Laendlicher Raum","","","",""
"Sehr oft","2015","Brandenburg","Staedtischer Raum","","","",""
"Sehr oft","2015","Brandenburg","Laendlicher Raum","","","",""
"Sehr oft","2015","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Sehr oft","2015","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Sehr oft","2015","Sachsen","Staedtischer Raum","","","",""
"Sehr oft","2015","Sachsen","Laendlicher Raum","","","",""
"Sehr oft","2015","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Sehr oft","2015","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Sehr oft","2015","Thueringen","Staedtischer Raum","","","",""
"Sehr oft","2015","Thueringen","Laendlicher Raum","","","",""
"Oft","2015","Schleswig-Holstein","Staedtischer Raum","","","",""
"Oft","2015","Schleswig-Holstein","Laendlicher Raum","","","",""
"Oft","2015","Hamburg","Staedtischer Raum","","","",""
"Oft","2015","Hamburg","Laendlicher Raum","","","",""
"Oft","2015","Niedersachsen","Staedtischer Raum","","","",""
"Oft","2015","Niedersachsen","Laendlicher Raum","","","",""
"Oft","2015","Bremen","Staedtischer Raum","","","",""
"Oft","2015","Bremen","Laendlicher Raum","","","",""
"Oft","2015","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Oft","2015","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Oft","2015","Hessen","Staedtischer Raum","","","",""
"Oft","2015","Hessen","Laendlicher Raum","","","",""
