"pld0043","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Nie","2016","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2016","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2016","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2016","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2016","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2016","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2016","Realschule","kein Migrationshintergrund","","","",""
"Nie","2016","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2016","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2016","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2016","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2016","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2016","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2016","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2016","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2016","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2016","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2016","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2017","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Sehr oft","2017","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Sehr oft","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Sehr oft","2017","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2017","Hauptschule","kein Migrationshintergrund","","","",""
"Sehr oft","2017","Hauptschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2017","Hauptschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2017","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2017","Realschule","kein Migrationshintergrund","","","",""
"Sehr oft","2017","Realschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2017","Realschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2017","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2017","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Sehr oft","2017","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Sehr oft","2017","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sehr oft","2017","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2017","AkademikerIn","kein Migrationshintergrund","","","",""
"Sehr oft","2017","AkademikerIn","direkter Migrationshintergrund","","","",""
"Sehr oft","2017","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Sehr oft","2017","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2017","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Oft","2017","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Oft","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Oft","2017","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2017","Hauptschule","kein Migrationshintergrund","","","",""
"Oft","2017","Hauptschule","direkter Migrationshintergrund","","","",""
"Oft","2017","Hauptschule","indirekter Migrationshintergrund","","","",""
"Oft","2017","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2017","Realschule","kein Migrationshintergrund","","","",""
"Oft","2017","Realschule","direkter Migrationshintergrund","","","",""
"Oft","2017","Realschule","indirekter Migrationshintergrund","","","",""
"Oft","2017","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2017","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Oft","2017","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Oft","2017","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Oft","2017","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2017","AkademikerIn","kein Migrationshintergrund","","","",""
"Oft","2017","AkademikerIn","direkter Migrationshintergrund","","","",""
"Oft","2017","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Oft","2017","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2017","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Manchmal","2017","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Manchmal","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Manchmal","2017","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2017","Hauptschule","kein Migrationshintergrund","","","",""
"Manchmal","2017","Hauptschule","direkter Migrationshintergrund","","","",""
"Manchmal","2017","Hauptschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2017","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2017","Realschule","kein Migrationshintergrund","","","",""
"Manchmal","2017","Realschule","direkter Migrationshintergrund","","","",""
"Manchmal","2017","Realschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2017","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2017","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Manchmal","2017","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Manchmal","2017","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Manchmal","2017","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2017","AkademikerIn","kein Migrationshintergrund","","","",""
"Manchmal","2017","AkademikerIn","direkter Migrationshintergrund","","","",""
"Manchmal","2017","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Manchmal","2017","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2017","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Selten","2017","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Selten","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Selten","2017","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2017","Hauptschule","kein Migrationshintergrund","","","",""
"Selten","2017","Hauptschule","direkter Migrationshintergrund","","","",""
"Selten","2017","Hauptschule","indirekter Migrationshintergrund","","","",""
"Selten","2017","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2017","Realschule","kein Migrationshintergrund","","","",""
"Selten","2017","Realschule","direkter Migrationshintergrund","","","",""
"Selten","2017","Realschule","indirekter Migrationshintergrund","","","",""
"Selten","2017","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2017","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Selten","2017","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Selten","2017","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Selten","2017","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2017","AkademikerIn","kein Migrationshintergrund","","","",""
"Selten","2017","AkademikerIn","direkter Migrationshintergrund","","","",""
"Selten","2017","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Selten","2017","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2017","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2017","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2017","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2017","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2017","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2017","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2017","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2017","Realschule","kein Migrationshintergrund","","","",""
"Nie","2017","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2017","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2017","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2017","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2017","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2017","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2017","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2017","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2017","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2017","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2017","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2018","(noch) kein Abschluss","kein Migrationshintergrund","20","","",""
"Sehr oft","2018","(noch) kein Abschluss","direkter Migrationshintergrund","19","","",""
"Sehr oft","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","18","","",""
"Sehr oft","2018","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2018","Hauptschule","kein Migrationshintergrund","118","0.0228956033298499","0.0187301674183341","0.0270610392413657"
"Sehr oft","2018","Hauptschule","direkter Migrationshintergrund","55","0.0366823833579715","0.0269495672092809","0.0464151995066622"
"Sehr oft","2018","Hauptschule","indirekter Migrationshintergrund","33","0.11331744868947","0.0815720212448012","0.145062876134139"
"Sehr oft","2018","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2018","Realschule","kein Migrationshintergrund","161","0.0258873137177648","0.0218452285597052","0.0299293988758244"
"Sehr oft","2018","Realschule","direkter Migrationshintergrund","17","","",""
"Sehr oft","2018","Realschule","indirekter Migrationshintergrund","16","","",""
"Sehr oft","2018","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2018","(Fach-)Abitur","kein Migrationshintergrund","123","0.0437315255907125","0.0359499650728902","0.0515130861085348"
"Sehr oft","2018","(Fach-)Abitur","direkter Migrationshintergrund","48","0.0473626604139381","0.0342497326245697","0.0604755882033064"
"Sehr oft","2018","(Fach-)Abitur","indirekter Migrationshintergrund","30","0.113996216622647","0.081029401686847","0.146963031558447"
"Sehr oft","2018","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2018","AkademikerIn","kein Migrationshintergrund","204","0.0359610924713325","0.0307610284211769","0.0411611565214881"
"Sehr oft","2018","AkademikerIn","direkter Migrationshintergrund","60","0.042453018114778","0.0307747167285617","0.0541313195009942"
"Sehr oft","2018","AkademikerIn","indirekter Migrationshintergrund","11","","",""
"Sehr oft","2018","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2018","(noch) kein Abschluss","kein Migrationshintergrund","86","0.173735820987405","0.137283247790398","0.210188394184412"
"Oft","2018","(noch) kein Abschluss","direkter Migrationshintergrund","56","0.154188196502856","0.116515806506132","0.19186058649958"
"Oft","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","31","0.24737702219579","0.171430889493385","0.323323154898196"
"Oft","2018","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2018","Hauptschule","kein Migrationshintergrund","552","0.110430523319436","0.101701846207126","0.119159200431745"
"Oft","2018","Hauptschule","direkter Migrationshintergrund","192","0.12329787539455","0.106275160637866","0.140320590151233"
"Oft","2018","Hauptschule","indirekter Migrationshintergrund","59","0.182673404425562","0.143975791090616","0.221371017760507"
"Oft","2018","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2018","Realschule","kein Migrationshintergrund","922","0.154879420270434","0.145670397183413","0.164088443357455"
"Oft","2018","Realschule","direkter Migrationshintergrund","57","0.168926692892562","0.12701379300445","0.210839592780675"
"Oft","2018","Realschule","indirekter Migrationshintergrund","90","0.189291983842821","0.151465338459734","0.227118629225907"
"Oft","2018","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2018","(Fach-)Abitur","kein Migrationshintergrund","548","0.223129231973349","0.207286426439005","0.238972037507693"
"Oft","2018","(Fach-)Abitur","direkter Migrationshintergrund","157","0.162391147826794","0.139623423202547","0.185158872451041"
"Oft","2018","(Fach-)Abitur","indirekter Migrationshintergrund","80","0.234615815596728","0.190658378092539","0.278573253100916"
"Oft","2018","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2018","AkademikerIn","kein Migrationshintergrund","1003","0.208608768428211","0.197261093919581","0.219956442936841"
"Oft","2018","AkademikerIn","direkter Migrationshintergrund","205","0.20853951270908","0.185007767145805","0.232071258272355"
"Oft","2018","AkademikerIn","indirekter Migrationshintergrund","78","0.305335484229318","0.251197523863524","0.359473444595111"
"Oft","2018","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2018","(noch) kein Abschluss","kein Migrationshintergrund","136","0.342624450565634","0.296964021086281","0.388284880044987"
"Manchmal","2018","(noch) kein Abschluss","direkter Migrationshintergrund","94","0.193295333186895","0.152101831848689","0.2344888345251"
"Manchmal","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","40","0.333126552786868","0.250167537847476","0.41608556772626"
"Manchmal","2018","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2018","Hauptschule","kein Migrationshintergrund","1463","0.278119053456155","0.265640561945009","0.2905975449673"
"Manchmal","2018","Hauptschule","direkter Migrationshintergrund","397","0.308018933784472","0.284115471634647","0.331922395934297"
"Manchmal","2018","Hauptschule","indirekter Migrationshintergrund","113","0.272538616081238","0.227945512491745","0.317131719670731"
"Manchmal","2018","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2018","Realschule","kein Migrationshintergrund","2150","0.36850256005762","0.356223548231039","0.380781571884201"
"Manchmal","2018","Realschule","direkter Migrationshintergrund","112","0.333319645736262","0.280588380998783","0.386050910473742"
"Manchmal","2018","Realschule","indirekter Migrationshintergrund","133","0.365710989911901","0.319204658505853","0.41221732131795"
"Manchmal","2018","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2018","(Fach-)Abitur","kein Migrationshintergrund","1060","0.389379035948385","0.370824435614718","0.407933636282052"
"Manchmal","2018","(Fach-)Abitur","direkter Migrationshintergrund","311","0.286170580424772","0.258269081274178","0.314072079575366"
"Manchmal","2018","(Fach-)Abitur","indirekter Migrationshintergrund","131","0.411109506960023","0.360069583485387","0.462149430434658"
"Manchmal","2018","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2018","AkademikerIn","kein Migrationshintergrund","1974","0.398775343306899","0.385100337673353","0.412450348940446"
"Manchmal","2018","AkademikerIn","direkter Migrationshintergrund","414","0.339130374321913","0.311709166001732","0.366551582642094"
"Manchmal","2018","AkademikerIn","indirekter Migrationshintergrund","103","0.329941989116912","0.274670560623357","0.385213417610467"
"Manchmal","2018","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2018","(noch) kein Abschluss","kein Migrationshintergrund","111","0.282441613407573","0.239128738927509","0.325754487887637"
"Selten","2018","(noch) kein Abschluss","direkter Migrationshintergrund","72","0.225746567192042","0.182133876076692","0.269359258307391"
"Selten","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","20","","",""
"Selten","2018","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2018","Hauptschule","kein Migrationshintergrund","1586","0.32867053201599","0.315588892829263","0.341752171202717"
"Selten","2018","Hauptschule","direkter Migrationshintergrund","406","0.295356268713349","0.271736105806561","0.318976431620137"
"Selten","2018","Hauptschule","indirekter Migrationshintergrund","108","0.252783927385433","0.209258150148182","0.296309704622684"
"Selten","2018","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2018","Realschule","kein Migrationshintergrund","1914","0.31050578964477","0.298728169887544","0.322283409401995"
"Selten","2018","Realschule","direkter Migrationshintergrund","80","0.304537185646488","0.253057483546229","0.356016887746747"
"Selten","2018","Realschule","indirekter Migrationshintergrund","128","0.320743685718619","0.275672873674771","0.365814497762468"
"Selten","2018","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2018","(Fach-)Abitur","kein Migrationshintergrund","734","0.27864397182897","0.261583967983171","0.29570397567477"
"Selten","2018","(Fach-)Abitur","direkter Migrationshintergrund","256","0.276348321953251","0.248741842415317","0.303954801491185"
"Selten","2018","(Fach-)Abitur","indirekter Migrationshintergrund","89","0.169193667366786","0.130302056287379","0.208085278446194"
"Selten","2018","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2018","AkademikerIn","kein Migrationshintergrund","1427","0.291922482929611","0.27922495583706","0.304620010022163"
"Selten","2018","AkademikerIn","direkter Migrationshintergrund","315","0.295851586874135","0.269414451087801","0.32228872266047"
"Selten","2018","AkademikerIn","indirekter Migrationshintergrund","71","0.217188004116246","0.168718079272023","0.26565792896047"
"Selten","2018","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2018","(noch) kein Abschluss","kein Migrationshintergrund","62","0.148574084544285","0.114354951159126","0.182793217929443"
"Nie","2018","(noch) kein Abschluss","direkter Migrationshintergrund","112","0.385489886812339","0.334717012489125","0.436262761135553"
"Nie","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","15","","",""
"Nie","2018","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2018","Hauptschule","kein Migrationshintergrund","1234","0.25988428787857","0.247670405007059","0.27209817075008"
"Nie","2018","Hauptschule","direkter Migrationshintergrund","383","0.236644538749658","0.214638764797353","0.258650312701963"
"Nie","2018","Hauptschule","indirekter Migrationshintergrund","70","0.178686603418297","0.140320370927478","0.217052835909117"
"Nie","2018","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2018","Realschule","kein Migrationshintergrund","782","0.140224916309412","0.131386745550678","0.149063087068146"
"Nie","2018","Realschule","direkter Migrationshintergrund","41","0.134313833505707","0.0961704236560894","0.172457243355324"
"Nie","2018","Realschule","indirekter Migrationshintergrund","45","0.0871357947362815","0.059902457105085","0.114369132367478"
"Nie","2018","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2018","(Fach-)Abitur","kein Migrationshintergrund","188","0.0651162346585831","0.0557275897257942","0.0745048795913719"
"Nie","2018","(Fach-)Abitur","direkter Migrationshintergrund","236","0.227727289381244","0.201838561673718","0.253616017088771"
"Nie","2018","(Fach-)Abitur","indirekter Migrationshintergrund","27","","",""
"Nie","2018","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2018","AkademikerIn","kein Migrationshintergrund","317","0.0647323128639461","0.0578604655571076","0.0716041601707847"
"Nie","2018","AkademikerIn","direkter Migrationshintergrund","151","0.114025507980093","0.0956153733387879","0.132435642621398"
"Nie","2018","AkademikerIn","indirekter Migrationshintergrund","15","","",""
"Nie","2018","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
