"ple0008","year","bula_h","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Schlecht","1992","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Schlecht","1992","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Schlecht","1992","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1992","Sachsen","kein Migrationshintergrund","22","","",""
"Schlecht","1992","Sachsen","direkter Migrationshintergrund","3","","",""
"Schlecht","1992","Sachsen","indirekter Migrationshintergrund","","","",""
"Schlecht","1992","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1992","Sachsen-Anhalt","kein Migrationshintergrund","27","","",""
"Schlecht","1992","Sachsen-Anhalt","direkter Migrationshintergrund","5","0.181142776506878","0.0477022631078821","0.314583289905873"
"Schlecht","1992","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Schlecht","1992","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1992","Thueringen","kein Migrationshintergrund","20","","",""
"Schlecht","1992","Thueringen","direkter Migrationshintergrund","","","",""
"Schlecht","1992","Thueringen","indirekter Migrationshintergrund","","","",""
"Schlecht","1992","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","1993","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"Sehr gut","1993","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"Sehr gut","1993","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Sehr gut","1993","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","1993","Hamburg","kein Migrationshintergrund","","","",""
"Sehr gut","1993","Hamburg","direkter Migrationshintergrund","","","",""
"Sehr gut","1993","Hamburg","indirekter Migrationshintergrund","","","",""
"Sehr gut","1993","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","1993","Niedersachsen","kein Migrationshintergrund","","","",""
"Sehr gut","1993","Niedersachsen","direkter Migrationshintergrund","","","",""
"Sehr gut","1993","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Sehr gut","1993","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","1993","Bremen","kein Migrationshintergrund","","","",""
"Sehr gut","1993","Bremen","direkter Migrationshintergrund","","","",""
"Sehr gut","1993","Bremen","indirekter Migrationshintergrund","","","",""
"Sehr gut","1993","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","1993","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"Sehr gut","1993","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"Sehr gut","1993","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"Sehr gut","1993","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","1993","Hessen","kein Migrationshintergrund","","","",""
"Sehr gut","1993","Hessen","direkter Migrationshintergrund","","","",""
"Sehr gut","1993","Hessen","indirekter Migrationshintergrund","","","",""
"Sehr gut","1993","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","1993","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"Sehr gut","1993","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"Sehr gut","1993","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Sehr gut","1993","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","1993","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"Sehr gut","1993","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"Sehr gut","1993","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"Sehr gut","1993","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","1993","Bayern","kein Migrationshintergrund","","","",""
"Sehr gut","1993","Bayern","direkter Migrationshintergrund","","","",""
"Sehr gut","1993","Bayern","indirekter Migrationshintergrund","","","",""
"Sehr gut","1993","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","1993","Saarland","kein Migrationshintergrund","","","",""
"Sehr gut","1993","Saarland","direkter Migrationshintergrund","","","",""
"Sehr gut","1993","Saarland","indirekter Migrationshintergrund","","","",""
"Sehr gut","1993","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","1993","Berlin","kein Migrationshintergrund","","","",""
"Sehr gut","1993","Berlin","direkter Migrationshintergrund","","","",""
"Sehr gut","1993","Berlin","indirekter Migrationshintergrund","","","",""
"Sehr gut","1993","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","1993","Brandenburg","kein Migrationshintergrund","","","",""
"Sehr gut","1993","Brandenburg","direkter Migrationshintergrund","","","",""
"Sehr gut","1993","Brandenburg","indirekter Migrationshintergrund","","","",""
"Sehr gut","1993","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","1993","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"Sehr gut","1993","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Sehr gut","1993","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Sehr gut","1993","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","1993","Sachsen","kein Migrationshintergrund","","","",""
"Sehr gut","1993","Sachsen","direkter Migrationshintergrund","","","",""
"Sehr gut","1993","Sachsen","indirekter Migrationshintergrund","","","",""
"Sehr gut","1993","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","1993","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"Sehr gut","1993","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Sehr gut","1993","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Sehr gut","1993","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","1993","Thueringen","kein Migrationshintergrund","","","",""
"Sehr gut","1993","Thueringen","direkter Migrationshintergrund","","","",""
"Sehr gut","1993","Thueringen","indirekter Migrationshintergrund","","","",""
"Sehr gut","1993","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","1993","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"Gut","1993","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"Gut","1993","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Gut","1993","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","1993","Hamburg","kein Migrationshintergrund","","","",""
"Gut","1993","Hamburg","direkter Migrationshintergrund","","","",""
"Gut","1993","Hamburg","indirekter Migrationshintergrund","","","",""
"Gut","1993","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","1993","Niedersachsen","kein Migrationshintergrund","","","",""
"Gut","1993","Niedersachsen","direkter Migrationshintergrund","","","",""
"Gut","1993","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Gut","1993","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","1993","Bremen","kein Migrationshintergrund","","","",""
"Gut","1993","Bremen","direkter Migrationshintergrund","","","",""
"Gut","1993","Bremen","indirekter Migrationshintergrund","","","",""
"Gut","1993","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","1993","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"Gut","1993","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"Gut","1993","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"Gut","1993","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","1993","Hessen","kein Migrationshintergrund","","","",""
"Gut","1993","Hessen","direkter Migrationshintergrund","","","",""
"Gut","1993","Hessen","indirekter Migrationshintergrund","","","",""
"Gut","1993","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","1993","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"Gut","1993","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"Gut","1993","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Gut","1993","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","1993","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"Gut","1993","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"Gut","1993","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"Gut","1993","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","1993","Bayern","kein Migrationshintergrund","","","",""
"Gut","1993","Bayern","direkter Migrationshintergrund","","","",""
"Gut","1993","Bayern","indirekter Migrationshintergrund","","","",""
"Gut","1993","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","1993","Saarland","kein Migrationshintergrund","","","",""
"Gut","1993","Saarland","direkter Migrationshintergrund","","","",""
"Gut","1993","Saarland","indirekter Migrationshintergrund","","","",""
"Gut","1993","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","1993","Berlin","kein Migrationshintergrund","","","",""
"Gut","1993","Berlin","direkter Migrationshintergrund","","","",""
"Gut","1993","Berlin","indirekter Migrationshintergrund","","","",""
"Gut","1993","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","1993","Brandenburg","kein Migrationshintergrund","","","",""
"Gut","1993","Brandenburg","direkter Migrationshintergrund","","","",""
"Gut","1993","Brandenburg","indirekter Migrationshintergrund","","","",""
"Gut","1993","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","1993","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"Gut","1993","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Gut","1993","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Gut","1993","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","1993","Sachsen","kein Migrationshintergrund","","","",""
"Gut","1993","Sachsen","direkter Migrationshintergrund","","","",""
"Gut","1993","Sachsen","indirekter Migrationshintergrund","","","",""
"Gut","1993","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","1993","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"Gut","1993","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Gut","1993","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Gut","1993","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","1993","Thueringen","kein Migrationshintergrund","","","",""
"Gut","1993","Thueringen","direkter Migrationshintergrund","","","",""
"Gut","1993","Thueringen","indirekter Migrationshintergrund","","","",""
"Gut","1993","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1993","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1993","Hamburg","kein Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Hamburg","direkter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Hamburg","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1993","Niedersachsen","kein Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Niedersachsen","direkter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1993","Bremen","kein Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Bremen","direkter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Bremen","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1993","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1993","Hessen","kein Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Hessen","direkter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Hessen","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1993","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1993","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1993","Bayern","kein Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Bayern","direkter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Bayern","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1993","Saarland","kein Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Saarland","direkter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Saarland","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1993","Berlin","kein Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Berlin","direkter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Berlin","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1993","Brandenburg","kein Migrationshintergrund","","","",""
